population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
0.0,0.45,0.28,0.76,0.06,0.02,0.43,0.48,0.28,0.2,0.02,1.0,0.49,0.81,0.12,0.46,0.28,0.11,0.3,0.47,0.38,0.39,0.33,0.09,0.34,0.0,0.37,0.0,0.08,0.13,0.18,0.45,0.11,0.79,0.68,0.29,0.42,0.57,0.31,0.3,0.45,0.41,0.48,0.78,0.79,0.8,0.78,0.81,0.74,0.0,0.16,0.0,0.0,0.0,0.27,0.28,0.0,0.0,0.02,0.02,0.96,0.01,0.13,0.15,0.5,0.59,0.28,0.69,0.04,0.32,0.5,0.01,0.81,0.63,0.07,0.22,0.79,0.12,0.0,0.18,0.16,0.15,0.29,0.29,0.33,0.3,0.16,0.35,0.08,0.0,0.0,0.04,0.48,0.43,0.53,0.36,0.018,0.20299999999999999,0.9710000000000001,0.217,0.036,0.191,0.36700000000000005,0.20299999999999999,0.9099999999999999,0.9400000000000001,0.027000000000000003,0.052000000000000005,0.06899999999999999,0.055999999999999994,0.020999999999999998,0.5569999999999999,0.209,0.02,0.14,0.0,0.05600000000000001,0.025,0.754,0.4,0.0,0.192,0.09
0.02,0.45,0.01,0.99,0.03,0.01,0.68,0.64,0.61,0.45,0.0,0.0,0.32,0.58,0.31,0.61,0.51,0.21,0.49,0.36,0.31,0.3,0.04,0.09,0.29,0.28,0.33,0.01,0.2,0.21,0.27,0.46,0.4,0.55,0.45,0.51,0.39,0.44,0.42,0.55,0.46,0.47,0.38,0.62,0.67,0.65,0.72,0.63,0.71,0.01,0.14,0.0,0.17,0.37,0.38,0.37,0.03,0.06,0.06,0.05,0.93,0.03,0.12,0.11,0.36,0.46,0.25,0.54,0.06,0.53,0.5,0.02,0.81,0.49,0.03,0.31,0.31,0.27,0.19,0.27,0.26,0.26,0.37,0.44,0.5,0.43,0.69,0.61,0.75,0.0,0.0,0.07,0.46,0.46,0.52,0.41,0.019,0.308,0.9730000000000001,0.30300000000000005,0.025,0.205,0.244,0.308,0.9369999999999999,0.9490000000000001,0.038,0.039,0.033999999999999996,0.05400000000000001,0.019999999999999997,0.49300000000000005,0.36700000000000005,0.11,0.05,0.0,0.05,0.023,0.635,0.45,0.0,0.27199999999999996,0.17
0.01,0.45,0.02,0.96,0.03,0.06,0.44,0.45,0.31,0.48,0.03,1.0,0.38,0.48,0.31,0.49,0.51,0.3,0.7,0.38,0.32,0.3,0.26,0.34,0.82,0.41,0.39,0.01,0.19,0.28,0.41,0.16,0.41,0.44,0.46,0.43,0.54,0.26,0.44,0.35,0.35,0.4,0.48,0.73,0.73,0.74,0.77,0.64,0.54,0.0,0.11,0.0,0.02,0.04,0.11,0.1,0.0,0.01,0.02,0.01,0.9,0.04,0.18,0.18,0.47,0.57,0.21,0.75,0.06,0.41,0.5,0.02,0.79,0.67,0.11,0.44,0.5,0.08,0.17,0.14,0.14,0.14,0.28,0.25,0.23,0.27,0.31,0.17,0.43,0.0,0.0,0.07,0.85,0.73,0.82,0.83,0.017,0.33,0.9730000000000001,0.3410000000000001,0.022,0.18000000000000002,0.229,0.33,0.861,0.8889999999999999,0.071,0.043000000000000003,0.034999999999999996,0.07600000000000001,0.025,0.472,0.36700000000000005,0.08,0.05,0.01,0.047,0.019000000000000003,0.712,0.45,0.0,0.292,0.17
0.05,0.33,0.11,0.89,0.08,0.02,0.29,0.43,0.25,0.41,0.06,0.96,0.43,0.72,0.11,0.66,0.36,0.09,0.6,0.43,0.46,0.45,0.39,0.6,0.43,0.31,0.38,0.01,0.06,0.1,0.2,0.43,0.06,0.72,0.19,0.45,0.26,0.59,0.41,0.34,0.42,0.43,0.35,0.74,0.77,0.88,0.78,0.57,0.62,0.01,0.08,0.01,0.27,0.29,0.32,0.37,0.04,0.04,0.04,0.04,0.93,0.02,0.08,0.09,0.34,0.48,0.16,0.62,0.03,0.48,0.5,0.04,0.82,0.53,0.07,0.12,0.65,0.03,0.13,0.19,0.18,0.17,0.47,0.41,0.4,0.4,0.26,0.32,0.19,0.0,0.0,0.06,0.84,0.57,0.64,0.76,0.016999999999999998,0.227,0.9730000000000001,0.244,0.031000000000000007,0.191,0.334,0.227,0.9239999999999998,0.954,0.02,0.029000000000000005,0.06899999999999999,0.036,0.02,0.5499999999999999,0.317,0.08,0.12,0.08,0.048,0.022000000000000002,0.738,0.35,0.0,0.217,0.17
0.01,0.56,0.12,0.45,1.0,0.25,0.31,0.58,0.35,0.4,0.03,1.0,0.36,0.63,0.47,0.44,0.36,0.57,0.42,0.35,0.35,0.37,0.39,0.18,0.34,0.31,0.32,0.02,0.3,0.26,0.27,0.69,0.26,0.45,0.12,1.0,0.21,0.75,0.38,0.48,0.52,0.48,0.51,0.61,0.56,0.76,0.57,0.43,0.4,0.0,0.16,0.03,0.37,0.48,0.55,0.62,0.76,0.86,0.89,0.93,0.43,0.39,0.32,0.28,0.46,0.49,0.47,0.32,0.36,0.68,0.0,0.02,0.69,0.32,0.05,0.12,0.75,0.23,0.35,0.34,0.38,0.4,0.42,0.42,0.48,0.42,0.45,0.6,0.36,0.02,0.05,0.87,0.32,0.14,0.31,0.42,0.039,0.14499999999999996,0.9579999999999999,0.164,0.033,0.11800000000000002,0.285,0.14499999999999996,0.735,0.7090000000000001,0.08600000000000001,0.25,0.34299999999999997,0.254,0.046,0.678,0.509,0.02,0.21,0.07,0.092,0.06800000000000002,0.6970000000000001,0.7,0.0,0.22000000000000003,0.14
0.03,0.78,0.01,0.31,0.34,1.0,0.46,0.57,0.36,0.39,0.05,1.0,0.27,0.53,0.34,0.36,0.54,0.59,0.5,0.25,0.18,0.26,0.22,0.16,0.31,0.19,0.23,0.04,0.4,1.0,0.83,0.15,0.75,0.46,0.36,0.27,0.61,0.19,0.36,0.48,0.5,0.46,0.9,0.55,0.53,0.68,0.69,0.57,0.5,0.02,0.37,0.07,0.41,0.5,0.52,0.54,1.0,1.0,1.0,0.98,0.0,1.0,1.0,1.0,0.82,0.57,1.0,0.24,1.0,0.82,0.0,0.02,0.83,0.35,0.26,0.51,0.67,0.2,0.59,0.47,0.48,0.48,0.46,0.53,0.62,0.54,0.72,0.83,0.25,0.07,0.06,1.0,0.46,0.41,0.72,0.73,0.026000000000000002,0.11800000000000002,0.9640000000000001,0.152,0.083,0.185,0.47000000000000003,0.11800000000000002,0.5800000000000001,0.5250000000000001,0.09500000000000001,0.43600000000000005,0.40099999999999997,0.44800000000000006,0.039,0.602,0.361,0.01,0.44,0.11,0.07100000000000001,0.048,0.8380000000000001,0.7,0.0,0.155,0.62
0.0,0.39,0.03,0.98,0.02,0.0,0.3,0.32,0.18,0.62,0.0,0.0,0.27,0.43,0.11,0.52,0.56,0.29,0.61,0.28,0.26,0.24,0.34,0.15,0.93,0.0,1.0,0.01,0.19,0.29,0.37,0.21,0.42,0.34,0.6,0.44,0.55,0.4,0.4,0.21,0.42,0.43,0.37,0.7,0.73,0.83,0.81,0.48,0.5,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.01,0.12,0.12,0.37,0.4,0.3,0.71,0.03,0.4,0.5,0.01,0.85,0.69,0.15,0.42,0.21,0.28,0.24,0.09,0.09,0.09,0.18,0.18,0.21,0.17,0.33,0.25,0.19,0.0,0.0,0.05,0.9,0.69,0.87,0.87,0.018000000000000002,0.252,0.9700000000000001,0.28200000000000003,0.024,0.137,0.23500000000000001,0.252,0.852,0.8880000000000001,0.06700000000000002,0.045000000000000005,0.037,0.07400000000000001,0.026000000000000002,0.572,0.29000000000000004,0.01,0.2,0.02,0.040999999999999995,0.018,0.776,0.35,0.0,0.20900000000000002,0.03
0.02,0.38,0.98,0.22,0.01,0.01,0.44,0.4,0.27,0.58,0.0,0.0,0.09,0.24,0.35,0.31,0.65,0.78,0.49,0.12,0.18,0.32,0.15,0.08,0.37,0.264,0.63,0.05,0.85,0.54,0.54,0.29,0.86,0.19,0.31,0.53,0.37,0.51,0.62,0.44,0.62,0.65,0.49,0.2,0.2,0.13,0.19,0.59,0.5,0.04,0.85,0.0,0.22,0.16,0.13,0.11,0.01,0.0,0.0,0.0,0.98,0.02,0.28,0.24,0.4,0.36,0.47,0.52,0.17,0.46,0.5,0.05,0.52,0.55,0.31,0.68,0.38,0.51,0.55,0.06,0.06,0.08,0.0,0.06,0.11,0.11,0.6,0.44,0.76,0.0,0.0,0.01,0.84,0.7,0.83,0.77,0.026000000000000002,0.29600000000000004,0.97,0.28700000000000003,0.038000000000000006,0.252,0.28500000000000003,0.29600000000000004,0.421,0.662,0.47700000000000004,0.02,0.028000000000000004,0.347,0.05,0.572,0.202,0.04,0.12,0.05,0.11500000000000002,0.026000000000000002,0.59,0.6,0.0,0.20500000000000002,0.23
0.0,0.5,0.01,0.98,0.06,0.01,0.32,0.38,0.22,0.32,0.0,0.0,0.45,0.72,0.64,0.59,0.33,0.25,0.5,0.44,0.35,0.34,0.62,0.24,0.16,0.0,0.46,0.01,0.24,0.29,0.33,0.46,0.19,0.7,0.36,0.7,0.31,0.5,0.45,0.43,0.41,0.44,0.5,0.75,0.78,0.77,0.76,0.48,0.59,0.0,0.18,0.0,0.58,0.43,0.35,0.57,0.13,0.08,0.06,0.09,0.92,0.04,0.17,0.17,0.51,0.57,0.28,0.78,0.07,0.46,0.5,0.01,0.86,0.73,0.14,0.45,0.75,0.0,0.39,0.34,0.33,0.32,0.2,0.36,0.48,0.35,0.52,0.49,0.85,0.0,0.0,0.09,0.79,0.6,0.52,0.75,0.016,0.22800000000000004,0.9730000000000001,0.244,0.026000000000000002,0.16899999999999998,0.28600000000000003,0.22800000000000004,0.89,0.946,0.032,0.035,0.012,0.048,0.019999999999999997,0.493,0.28500000000000003,0.15,0.02,0.07,0.043000000000000003,0.019,0.716,0.4,0.0,0.195,0.15
0.01,0.49,0.01,0.78,0.07,0.38,0.5,0.52,0.37,0.46,0.0,0.0,0.15,0.46,0.54,0.38,0.55,0.35,0.38,0.17,0.15,0.15,0.44,0.28,0.2,0.2,0.21,0.03,0.42,0.52,0.58,0.19,0.4,0.49,0.52,0.31,0.63,0.26,0.55,0.34,0.63,0.62,0.54,0.58,0.62,0.58,0.6,0.73,0.74,0.01,0.13,0.01,0.61,0.61,0.58,0.53,0.24,0.21,0.18,0.15,0.71,0.23,0.41,0.37,0.49,0.48,0.49,0.53,0.32,0.57,0.0,0.02,0.77,0.54,0.14,0.56,0.54,0.5,0.14,0.08,0.06,0.06,0.11,0.13,0.13,0.14,0.41,0.37,0.25,0.0,0.0,0.16,0.45,0.43,0.63,0.54,0.017,0.14300000000000002,0.974,0.166,0.027000000000000003,0.134,0.289,0.14300000000000002,0.7929999999999999,0.915,0.05900000000000001,0.04,0.028000000000000004,0.07100000000000002,0.025,0.458,0.366,0.02,0.17,0.03,0.06300000000000001,0.015,0.649,0.5,0.0,0.099,0.13
0.05,0.71,0.03,0.72,0.51,0.48,0.51,0.52,0.39,0.37,0.06,1.0,0.59,0.68,0.19,0.53,0.47,0.24,0.64,0.54,0.39,0.39,0.3,0.27,0.34,0.41,0.48,0.01,0.09,0.18,0.31,0.27,0.25,0.57,0.53,0.32,0.38,0.39,0.32,0.46,0.39,0.37,0.67,0.79,0.69,0.84,0.73,0.52,0.51,0.01,0.14,0.04,0.3,0.31,0.41,0.46,0.33,0.31,0.36,0.37,0.55,0.24,0.48,0.5,0.72,0.68,0.74,0.8,0.32,0.21,0.5,0.03,0.83,0.81,0.01,0.05,0.42,0.04,0.08,0.59,0.55,0.5,0.71,0.7,0.89,0.74,0.62,0.54,0.15,0.0,0.0,0.47,0.52,0.68,0.76,0.82,0.036,0.163,0.9610000000000001,0.17600000000000002,0.024,0.10400000000000001,0.24100000000000002,0.163,0.6709999999999999,0.766,0.047,0.15499999999999997,0.142,0.148,0.028999999999999998,0.542,0.342,0.02,0.43,0.04,0.079,0.05700000000000001,0.647,0.45,0.0,0.191,0.27
0.1,0.34,0.03,0.89,0.21,0.12,0.26,0.37,0.23,0.71,0.11,1.0,0.47,0.49,0.21,0.64,0.7,0.14,0.64,0.5,0.47,0.47,0.35,0.14,0.41,0.39,0.46,0.03,0.11,0.42,0.47,0.32,0.26,0.51,0.54,0.3,0.38,0.42,0.3,0.43,0.3,0.31,0.4,0.76,0.78,0.81,0.74,0.44,0.55,0.01,0.09,0.09,0.25,0.29,0.36,0.39,0.34,0.34,0.39,0.38,0.51,0.26,0.18,0.17,0.37,0.45,0.27,0.57,0.1,0.57,0.0,0.05,0.9,0.52,0.03,0.52,0.17,0.09,0.11,0.51,0.48,0.45,0.44,0.5,0.6,0.52,0.35,0.59,0.58,0.0,0.0,0.57,0.64,0.81,0.76,0.81,0.02,0.18,0.97,0.21,0.06,0.3,0.56,0.18,0.87,0.98,0.0,0.04,0.0,0.02,0.05,0.43,0.05,0.03,0.53,0.32,0.05,0.02,0.75,0.0,1.0,0.12,0.08
0.01,0.41,0.03,0.86,0.43,0.09,0.26,0.38,0.23,0.58,0.03,1.0,0.54,0.64,0.18,0.73,0.58,0.09,0.5,0.58,0.5,0.49,0.48,0.0,0.36,0.45,0.53,0.0,0.04,0.24,0.31,0.41,0.34,0.54,0.32,0.42,0.21,0.52,0.24,0.42,0.25,0.26,0.49,0.83,0.84,0.92,0.69,0.35,0.4,0.0,0.07,0.02,0.19,0.24,0.38,0.46,0.21,0.23,0.33,0.36,0.68,0.15,0.24,0.22,0.44,0.63,0.14,0.67,0.08,0.5,0.5,0.01,0.91,0.55,0.0,0.37,0.27,0.03,0.0,0.6,0.55,0.5,0.47,0.44,0.5,0.42,0.31,0.65,0.96,0.0,0.0,0.46,0.42,0.87,0.85,0.8,0.013000000000000001,0.183,0.976,0.20700000000000002,0.016,0.11600000000000002,0.199,0.183,0.7769999999999999,0.914,0.045000000000000005,0.021,0.0,0.046,0.014000000000000002,0.513,0.273,0.0,0.58,0.49,0.025,0.019,0.658,0.2,0.0,0.17099999999999999,0.06
0.0,0.53,0.02,0.96,0.08,0.01,0.38,0.31,0.22,0.51,0.01,0.5,0.64,0.67,0.28,0.71,0.49,0.16,0.64,0.62,0.57,0.55,0.59,0.58,0.4,0.0,0.4,0.0,0.08,0.1,0.19,0.56,0.21,0.58,0.52,0.51,0.22,0.68,0.14,0.28,0.18,0.16,0.5,0.89,0.9,0.87,0.79,0.37,0.59,0.0,0.03,0.0,0.08,0.06,0.17,0.18,0.03,0.02,0.05,0.05,0.86,0.06,0.16,0.18,0.57,0.58,0.25,0.93,0.02,0.18,0.5,0.01,0.89,0.89,0.05,0.43,0.48,0.02,0.0,0.45,0.45,0.46,0.12,0.3,0.43,0.33,0.36,0.37,0.31,0.0,0.0,0.15,0.68,0.85,0.85,0.75,0.012,0.186,0.976,0.233,0.018000000000000002,0.136,0.23000000000000004,0.186,0.837,0.9279999999999999,0.037000000000000005,0.018,0.0,0.036,0.016,0.572,0.333,0.06,0.05,0.07,0.030000000000000006,0.018,0.8160000000000001,0.2,0.0,0.184,0.09
0.04,0.29,0.04,0.75,0.58,0.2,0.23,0.54,0.28,0.28,0.06,1.0,0.51,0.7,0.15,0.53,0.27,0.28,0.29,0.54,0.54,0.55,0.47,0.29,0.37,0.41,0.5,0.02,0.14,0.11,0.17,0.5,0.16,0.77,0.68,0.31,0.2,0.56,0.76,0.6,0.84,0.83,0.35,0.51,0.53,0.67,0.43,0.6,0.61,0.01,0.19,0.03,0.35,0.47,0.54,0.61,0.3,0.36,0.38,0.39,0.74,0.19,0.2,0.15,0.32,0.37,0.31,0.35,0.27,0.67,0.0,0.03,0.89,0.34,0.34,0.14,0.58,0.04,0.12,0.77,0.75,0.73,0.73,0.69,0.83,0.68,0.54,0.6,0.25,0.0,0.0,0.37,0.5,0.37,0.67,0.68,0.016000000000000004,0.11400000000000002,0.9730000000000001,0.145,0.03400000000000001,0.137,0.363,0.11400000000000002,0.641,0.741,0.124,0.082,0.32700000000000007,0.16899999999999998,0.025,0.592,0.5010000000000001,0.01,0.54,0.13,0.054000000000000006,0.037,0.773,0.8,0.0,0.16899999999999998,0.16
0.0,0.33,0.41,0.67,0.01,0.01,0.47,0.47,0.33,0.56,0.0,0.0,0.15,0.38,0.66,0.3,0.65,0.46,0.38,0.2,0.23,0.27,0.14,0.0,0.07,0.88,0.38,0.02,0.45,0.51,0.61,0.17,0.49,0.35,0.81,0.28,0.84,0.24,0.5,0.3,0.51,0.53,0.37,0.52,0.52,0.7,0.51,0.54,0.54,0.01,0.31,0.0,0.0,0.0,0.37,0.31,0.0,0.0,0.01,0.0,0.99,0.02,0.13,0.13,0.34,0.36,0.35,0.48,0.1,0.57,0.0,0.01,0.74,0.47,0.13,0.57,0.48,0.6,0.26,0.07,0.07,0.08,0.06,0.12,0.12,0.13,0.39,0.3,0.44,0.0,0.0,0.0,0.72,0.63,0.74,0.76,0.027000000000000007,0.256,0.9640000000000001,0.284,0.037,0.24099999999999996,0.29,0.256,0.724,0.8870000000000001,0.098,0.032,0.023,0.09,0.042,0.536,0.30900000000000005,0.02,0.1,0.0,0.09100000000000001,0.027000000000000003,0.7170000000000001,0.6,0.0,0.194,0.38
0.01,0.43,0.02,0.88,0.42,0.04,0.26,0.17,0.11,0.55,0.03,1.0,1.0,0.51,0.44,0.95,0.48,0.1,0.58,1.0,1.0,1.0,0.94,0.55,0.55,0.71,1.0,0.0,0.05,0.01,0.02,1.0,0.13,0.49,0.17,0.78,0.05,1.0,0.26,0.2,0.29,0.29,0.35,0.92,0.92,1.0,0.85,0.29,0.24,0.0,0.03,0.01,0.11,0.13,0.16,0.22,0.08,0.09,0.1,0.12,0.81,0.05,0.09,0.11,0.47,0.47,0.3,0.95,0.01,0.08,0.5,0.01,0.93,0.93,0.09,0.38,0.38,0.0,0.0,1.0,1.0,1.0,0.59,1.0,1.0,1.0,0.71,0.58,0.15,0.0,0.0,0.32,0.5,0.77,0.62,0.78,0.011,0.20400000000000001,0.978,0.25199999999999995,0.018000000000000002,0.15,0.23900000000000002,0.20400000000000001,0.693,0.76,0.096,0.046,0.08,0.10600000000000001,0.012,0.4779999999999999,0.389,0.03,0.11,0.66,0.024,0.018000000000000002,0.806,0.4,0.0,0.19299999999999998,0.02
0.03,0.83,0.19,0.76,0.21,0.2,0.24,0.49,0.22,0.26,0.05,1.0,0.58,0.61,0.34,0.6,0.34,0.3,0.58,0.58,0.43,0.47,0.12,0.19,0.38,0.34,0.32,0.01,0.12,0.15,0.26,0.38,0.22,0.22,0.25,0.4,0.18,0.66,0.26,0.78,0.46,0.33,0.43,0.8,0.82,0.86,0.79,0.5,0.59,0.0,0.06,0.02,0.14,0.25,0.35,0.4,0.07,0.12,0.15,0.16,0.77,0.08,0.13,0.14,0.48,0.51,0.37,0.73,0.11,0.36,0.5,0.03,0.72,0.7,0.01,0.29,0.94,0.05,0.13,0.51,0.55,0.56,0.45,0.53,0.61,0.5,0.67,0.78,0.28,0.0,0.0,0.23,0.53,0.15,0.16,0.6,0.015,0.13799999999999998,0.9720000000000001,0.16599999999999998,0.023,0.10900000000000003,0.248,0.13799999999999998,0.744,0.8479999999999999,0.098,0.036,0.013000000000000001,0.093,0.020999999999999998,0.514,0.266,0.06,0.12,0.09,0.052000000000000005,0.025,0.715,0.35,0.0,0.13899999999999998,0.08
0.03,0.52,0.02,0.96,0.11,0.02,0.38,0.46,0.28,0.31,0.03,0.81,0.54,0.75,0.24,0.53,0.36,0.17,0.36,0.55,0.44,0.42,0.52,0.13,0.61,0.24,0.38,0.01,0.09,0.19,0.29,0.32,0.39,0.71,0.63,0.23,0.35,0.45,0.42,0.4,0.38,0.41,0.57,0.82,0.81,0.91,0.69,0.61,0.66,0.0,0.08,0.01,0.14,0.15,0.23,0.28,0.06,0.05,0.08,0.08,0.82,0.08,0.23,0.23,0.56,0.62,0.32,0.79,0.06,0.46,0.5,0.04,0.72,0.74,0.34,0.68,0.6,0.05,0.09,0.4,0.37,0.35,0.57,0.59,0.63,0.56,0.4,0.59,0.49,0.0,0.0,0.17,0.0,0.71,0.6,0.35,0.013000000000000001,0.16099999999999998,0.974,0.20099999999999998,0.024,0.13600000000000004,0.28400000000000003,0.16099999999999998,0.8059999999999998,0.883,0.026000000000000002,0.031,0.0,0.036000000000000004,0.018,0.5149999999999999,0.274,0.07,0.09,0.02,0.035,0.018000000000000002,0.7969999999999999,0.2,0.0,0.142,0.09
0.03,0.55,0.82,0.34,0.03,0.01,0.51,0.53,0.34,0.33,0.04,1.0,0.17,0.54,0.44,0.2,0.44,0.67,0.22,0.2,0.16,0.28,0.13,0.09,0.35,0.34,0.35,0.06,0.61,0.55,0.66,0.16,0.55,0.45,0.3,0.35,0.59,0.28,0.63,0.41,0.7,0.7,0.63,0.34,0.27,0.3,0.32,0.64,0.62,0.06,0.77,0.0,0.0,0.1,0.37,0.34,0.0,0.0,0.01,0.01,0.99,0.01,0.42,0.41,0.59,0.58,0.6,0.47,0.29,0.47,0.5,0.03,0.77,0.48,0.63,0.35,0.58,0.74,0.62,0.08,0.07,0.08,0.08,0.15,0.17,0.19,0.65,0.41,0.56,0.01,0.0,0.01,0.52,0.55,0.73,0.67,0.029000000000000005,0.209,0.969,0.193,0.040999999999999995,0.177,0.292,0.209,0.528,0.576,0.592,0.009,0.079,0.44299999999999995,0.036000000000000004,0.537,0.229,0.04,0.16,0.01,0.10500000000000001,0.02,0.4739999999999999,0.6,0.0,0.10700000000000001,0.3
0.02,0.7,0.01,0.99,0.03,0.04,0.42,0.43,0.21,0.15,0.0,0.0,0.65,0.83,0.23,0.57,0.23,0.09,0.33,0.57,0.42,0.4,0.63,0.0,0.79,0.95,0.62,0.0,0.06,0.11,0.15,0.36,0.28,0.69,0.38,0.33,0.3,0.49,0.25,0.27,0.19,0.22,0.72,0.93,0.93,0.95,0.79,0.22,0.32,0.0,0.05,0.01,0.07,0.07,0.06,0.09,0.02,0.02,0.02,0.02,0.91,0.01,0.28,0.31,0.77,0.75,0.55,0.93,0.06,0.31,0.5,0.1,0.06,0.91,0.05,1.0,0.71,0.01,0.21,0.41,0.38,0.36,0.67,0.67,0.79,0.77,0.36,0.73,0.58,0.0,0.0,0.12,0.68,0.69,0.55,0.85,0.011,0.177,0.976,0.223,0.018000000000000002,0.12800000000000003,0.225,0.177,0.732,0.843,0.026000000000000002,0.028000000000000004,0.0,0.035,0.016,0.5439999999999999,0.16999999999999998,0.2,0.03,0.07,0.028000000000000004,0.016,0.8160000000000001,0.1,0.0,0.15899999999999997,0.05
0.06,0.49,0.03,0.75,0.34,0.3,0.45,0.55,0.33,0.23,0.08,1.0,0.33,0.68,0.38,0.34,0.28,0.53,0.3,0.34,0.27,0.28,0.25,0.15,0.22,0.29,0.32,0.05,0.26,0.23,0.3,0.31,0.35,0.65,0.18,0.47,0.32,0.41,0.54,0.38,0.66,0.64,0.58,0.6,0.65,0.65,0.61,0.48,0.57,0.02,0.21,0.02,0.46,0.51,0.55,0.6,0.22,0.22,0.22,0.21,0.75,0.15,0.29,0.27,0.54,0.6,0.49,0.44,0.26,0.49,0.5,0.03,0.89,0.42,0.1,0.21,0.77,0.09,0.07,0.21,0.2,0.19,0.38,0.34,0.36,0.35,0.51,0.56,0.28,0.02,0.0,0.21,0.66,0.25,0.63,0.75,0.022,0.24100000000000002,0.9700000000000001,0.24400000000000005,0.04100000000000001,0.196,0.369,0.24100000000000002,0.852,0.8790000000000001,0.06200000000000001,0.10600000000000001,0.10099999999999998,0.12100000000000002,0.03500000000000001,0.5349999999999999,0.267,0.04,0.29,0.05,0.098,0.031000000000000007,0.664,0.35,0.0,0.23099999999999996,0.17
0.15,0.51,0.05,0.71,0.68,0.19,0.47,0.63,0.45,0.37,0.16,1.0,0.29,0.49,0.14,0.35,0.46,0.72,0.41,0.31,0.26,0.29,0.25,0.17,0.15,0.16,0.22,0.16,0.47,0.57,0.6,0.24,0.73,0.43,0.69,0.41,0.53,0.33,0.45,0.71,0.49,0.49,0.61,0.39,0.4,0.41,0.34,0.4,0.4,0.1,0.46,0.11,0.36,0.57,0.75,0.78,0.42,0.57,0.69,0.66,0.44,0.45,0.46,0.38,0.5,0.56,0.5,0.27,0.3,0.64,0.0,0.17,0.67,0.27,0.24,0.33,0.1,0.3,0.57,0.32,0.31,0.29,0.34,0.45,0.51,0.46,0.61,0.52,0.5,0.11,0.11,0.49,0.71,0.48,0.73,0.62,0.03,0.17,0.97,0.19,0.05,0.2,0.38,0.17,0.74,0.89,0.01,0.16,0.0,0.07,0.07,0.43,0.39,0.04,0.63,0.16,0.0,0.02,0.68,0.0,1.0,0.12,0.53
0.34,0.43,0.86,0.3,0.1,0.03,0.6,0.64,0.54,0.36,0.35,1.0,0.17,0.5,0.22,0.36,0.39,0.47,0.45,0.22,0.25,0.41,0.16,0.31,0.21,0.27,0.45,0.5,0.7,0.3,0.39,0.45,0.62,0.38,0.2,0.65,0.28,0.51,0.54,0.68,0.58,0.59,0.53,0.3,0.28,0.38,0.26,0.56,0.53,0.37,0.81,0.04,0.6,0.6,0.66,0.67,0.13,0.11,0.11,0.1,0.89,0.05,0.34,0.27,0.41,0.47,0.37,0.44,0.24,0.58,0.0,0.73,0.39,0.42,0.99,0.7,0.54,0.36,0.29,0.1,0.12,0.14,0.15,0.19,0.2,0.2,0.62,0.26,0.33,0.08,0.02,0.08,0.78,0.54,0.69,0.77,0.12,0.25,0.89,0.24,0.08,0.14,0.18,0.25,0.48,0.65,0.54,0.02,0.0,0.39,0.07,0.5,0.27,0.21,0.25,0.11,0.55,0.07,0.42,0.5,0.35,0.13,1.0
